PW(µs),Azimuth(º),Elevation(º),Power(dBm),Freq(MHz),cluster
1.01,183.164063,90.0,-49.5,4543.745,0
1.01,185.273438,90.0,-49.5,4543.695,0
1.01,185.273438,90.0,-49.5,4543.605,0
12.16,185.273438,90.0,-38.0,4543.325,0
12.16,186.679688,90.0,-38.5,4543.51,0
1.01,185.273438,90.0,-38.5,4543.605,0
1.01,185.273438,90.0,-38.5,4543.41,0
1.01,185.273438,90.0,-43.5,4543.375,0
1.01,185.273438,90.0,-43.5,4543.605,0
12.15,185.273438,90.0,-47.5,4543.645,0
12.04,183.164063,90.0,-47.5,4543.645,0
12.16,185.273438,90.0,-38.5,4543.51,0
12.15,183.164063,90.0,-38.5,4543.51,0
12.16,183.164063,90.0,-39.0,4543.41,0
12.15,185.273438,90.0,-38.0,4543.695,0
12.15,185.273438,90.0,-38.0,4543.375,0
12.16,185.273438,90.0,-38.0,4543.51,0
1.01,185.273438,90.0,-41.5,4543.46,0
1.01,183.164063,90.0,-42.0,4543.56,0
1.01,185.273438,90.0,-42.0,4543.46,0
1.01,185.273438,90.0,-41.5,4543.695,0
12.04,185.273438,90.0,-44.5,4543.56,0
12.04,186.679688,90.0,-45.0,4543.605,0
1.01,183.164063,90.0,-47.0,4543.56,0
1.01,181.757813,90.0,-47.0,4543.56,0
1.01,183.164063,90.0,-38.5,4543.41,0
1.01,183.164063,90.0,-38.5,4543.51,0
1.01,183.164063,90.0,-38.5,4543.41,0
1.01,185.273438,90.0,-38.5,4543.41,0
1.01,185.273438,90.0,-38.0,4543.46,0
1.01,185.273438,90.0,-38.0,4543.645,0
1.01,183.164063,90.0,-42.5,4543.56,0
1.01,185.273438,90.0,-42.5,4543.51,0
1.01,185.273438,90.0,-49.5,4543.51,0
1.01,183.164063,90.0,-49.5,4543.745,0
12.16,183.164063,90.0,-38.5,4543.46,0
12.15,185.273438,90.0,-38.5,4543.46,0
12.15,185.273438,90.0,-41.5,4543.56,0
12.18,183.164063,90.0,-42.0,4543.695,0
12.18,185.273438,90.0,-41.5,4543.56,0
12.18,185.273438,90.0,-41.5,4543.41,0
12.18,183.164063,90.0,-41.5,4543.41,0
12.15,185.273438,90.0,-41.5,4543.605,0
12.15,183.164063,90.0,-38.5,4543.46,0
12.15,183.164063,90.0,-38.5,4543.51,0
12.15,183.164063,90.0,-38.5,4543.51,0
12.15,185.273438,90.0,-38.5,4543.645,0
1.01,185.273438,90.0,-42.5,4543.605,0
1.01,185.273438,90.0,-42.5,4543.605,0
1.01,183.164063,90.0,-44.0,4543.51,0
1.01,183.164063,90.0,-44.0,4543.605,0
1.01,185.273438,90.0,-43.0,4543.325,0
1.01,183.164063,90.0,-43.5,4543.46,0
12.18,183.164063,90.0,-38.5,4543.51,0
12.16,183.164063,90.0,-38.5,4543.56,0
0.98,181.757813,90.0,-61.5,4543.93,0
0.96,185.273438,90.0,-62.0,4543.695,0
1.01,186.679688,90.0,-54.0,4543.795,0
1.01,183.164063,90.0,-54.0,4543.745,0
1.01,185.273438,90.0,-47.5,4543.56,0
1.01,185.273438,90.0,-47.5,4543.605,0
12.18,185.273438,90.0,-38.0,4543.375,0
12.15,183.164063,90.0,-38.0,4543.51,0
1.01,185.273438,90.0,-43.0,4543.51,0
1.01,185.273438,90.0,-43.0,4543.51,0
1.01,185.273438,90.0,-42.0,4543.41,0
1.01,183.164063,90.0,-42.0,4543.645,0
1.01,185.273438,90.0,-47.0,4543.46,0
1.01,185.273438,90.0,-46.5,4543.695,0
1.01,185.273438,90.0,-53.5,4543.795,0
1.01,185.273438,90.0,-53.0,4543.605,0
1.01,185.273438,90.0,-53.5,4543.745,0
1.01,186.679688,90.0,-54.0,4543.745,0
12.16,185.273438,90.0,-38.5,4543.56,0
12.15,183.164063,90.0,-38.5,4543.46,0
1.01,186.679688,90.0,-56.0,4543.795,0
1.01,183.164063,90.0,-55.5,4543.795,0
12.15,183.164063,90.0,-38.5,4543.46,0
12.15,183.164063,90.0,-38.5,4543.41,0
1.01,185.273438,90.0,-46.5,4543.56,0
1.01,183.164063,90.0,-47.0,4543.51,0
1.01,183.164063,90.0,-46.5,4543.745,0
1.01,183.164063,90.0,-46.5,4543.645,0
1.01,183.164063,90.0,-47.0,4543.645,0
1.01,181.757813,90.0,-46.5,4543.605,0
12.15,185.273438,90.0,-38.0,4543.46,0
12.16,183.164063,90.0,-38.5,4543.56,0
12.16,183.164063,90.0,-38.5,4543.605,0
12.15,183.164063,90.0,-38.5,4543.51,0
12.15,183.164063,90.0,-38.5,4543.56,0
12.16,183.164063,90.0,-38.5,4543.605,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.15,183.164063,90.0,-38.5,4543.795,0
12.15,183.164063,90.0,-38.5,4543.605,0
12.16,183.164063,90.0,-38.5,4543.605,0
12.15,185.273438,90.0,-38.0,4543.645,0
12.15,183.164063,90.0,-38.5,4543.795,0
1.01,183.164063,90.0,-52.0,4543.645,0
1.01,185.273438,90.0,-51.5,4543.645,0
1.01,183.164063,90.0,-45.0,4543.84,0
1.01,183.164063,90.0,-45.0,4543.695,0
12.16,181.757813,90.0,-38.0,4543.56,0
12.18,185.273438,90.0,-38.0,4543.605,0
12.15,183.164063,90.0,-38.5,4543.56,0
12.16,183.164063,90.0,-38.5,4543.56,0
1.01,181.757813,90.0,-40.5,4543.46,0
1.01,183.164063,90.0,-41.0,4543.56,0
12.16,185.273438,90.0,-38.0,4543.46,0
12.16,183.164063,90.0,-38.5,4543.645,0
1.01,183.164063,90.0,-40.5,4543.88,0
1.01,185.273438,90.0,-40.0,4543.605,0
1.01,183.164063,90.0,-43.0,4543.605,0
1.01,183.164063,90.0,-43.0,4543.56,0
12.18,185.273438,90.0,-38.5,4543.605,0
12.16,185.273438,90.0,-38.5,4543.645,0
1.01,185.273438,90.0,-44.5,4543.695,0
1.01,183.164063,90.0,-45.0,4543.645,0
1.01,183.164063,90.0,-45.5,4543.645,0
1.01,185.273438,90.0,-45.5,4543.695,0
1.01,185.273438,90.0,-45.0,4543.56,0
1.01,183.164063,90.0,-45.0,4543.695,0
12.15,185.273438,90.0,-38.5,4543.605,0
12.18,183.164063,90.0,-38.5,4543.605,0
0.98,185.273438,90.0,-60.5,4543.84,0
1.0,186.679688,90.0,-61.5,4543.98,0
12.15,183.164063,90.0,-38.5,4543.605,0
12.15,183.164063,90.0,-38.5,4543.605,0
1.01,185.273438,90.0,-43.0,4543.46,0
1.01,183.164063,90.0,-43.0,4543.51,0
1.01,173.320313,90.0,-46.0,4543.745,0
1.01,183.164063,90.0,-43.5,4543.645,0
1.01,185.273438,90.0,-43.0,4543.645,0
1.01,185.273438,90.0,-43.0,4543.46,0
1.01,183.164063,90.0,-42.5,4543.605,0
1.01,183.164063,90.0,-42.5,4543.645,0
12.15,183.164063,90.0,-38.5,4543.605,0
12.15,183.164063,90.0,-38.5,4543.84,0
12.15,183.164063,90.0,-38.5,4543.645,0
12.15,183.164063,90.0,-38.5,4543.51,0
1.01,185.273438,90.0,-43.0,4543.56,0
1.01,183.164063,90.0,-43.5,4543.51,0
12.15,185.273438,90.0,-49.0,4543.795,0
12.04,185.273438,90.0,-49.0,4543.645,0
12.15,185.273438,90.0,-44.0,4543.745,0
12.16,185.273438,90.0,-44.0,4543.56,0
12.16,185.273438,90.0,-44.5,4543.605,0
12.15,183.164063,90.0,-44.5,4543.93,0
12.18,185.273438,90.0,-44.0,4543.695,0
12.15,183.164063,90.0,-44.5,4543.84,0
1.01,185.273438,90.0,-42.0,4543.795,0
1.01,185.273438,90.0,-42.0,4543.645,0
1.01,185.273438,90.0,-42.5,4543.645,0
1.01,185.273438,90.0,-42.0,4543.645,0
1.01,181.757813,90.0,-42.0,4543.695,0
1.01,183.164063,90.0,-42.5,4543.605,0
1.01,183.164063,90.0,-46.5,4543.605,0
1.01,181.757813,90.0,-46.0,4543.645,0
1.01,183.164063,90.0,-43.0,4543.84,0
1.01,183.164063,90.0,-43.0,4543.56,0
1.01,185.273438,90.0,-43.0,4543.695,0
1.01,185.273438,90.0,-43.0,4543.51,0
1.01,183.164063,90.0,-43.5,4543.605,0
1.01,185.273438,90.0,-43.5,4543.645,0
12.16,185.273438,90.0,-38.0,4543.41,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.15,181.757813,90.0,-38.0,4543.51,0
12.16,183.164063,90.0,-38.5,4543.645,0
12.15,183.164063,90.0,-38.5,4543.56,0
12.15,183.164063,90.0,-38.5,4543.605,0
12.15,185.273438,90.0,-38.0,4543.645,0
12.15,185.273438,90.0,-38.0,4543.645,0
12.16,185.273438,90.0,-38.5,4543.645,0
12.15,183.164063,90.0,-38.5,4543.695,0
12.15,181.757813,90.0,-38.0,4543.56,0
12.16,183.164063,90.0,-38.5,4543.56,0
12.16,183.164063,90.0,-38.5,4543.605,0
12.15,181.757813,90.0,-38.0,4543.605,0
12.15,186.679688,90.0,-38.5,4543.695,0
12.16,185.273438,90.0,-38.5,4543.605,0
12.03,186.679688,90.0,-57.0,4543.88,0
12.03,183.164063,90.0,-57.0,4544.115,0
12.15,183.164063,90.0,-38.5,4543.46,0
12.15,183.164063,90.0,-38.0,4543.51,0
12.15,185.273438,90.0,-47.5,4543.695,0
12.04,185.273438,90.0,-47.5,4543.56,0
12.04,183.164063,90.0,-47.0,4543.605,0
12.15,186.679688,90.0,-38.0,4543.645,0
12.15,185.273438,90.0,-38.0,4543.325,0
12.16,183.164063,90.0,-38.0,4543.51,0
12.16,183.164063,90.0,-38.0,4543.745,0
12.15,183.164063,90.0,-47.0,4543.695,0
12.04,183.164063,90.0,-47.0,4543.645,0
12.15,185.273438,90.0,-47.0,4543.745,0
12.15,183.164063,90.0,-47.0,4543.695,0
12.16,183.164063,90.0,-47.0,4543.56,0
12.16,186.679688,90.0,-47.0,4543.695,0
12.16,185.273438,90.0,-47.0,4543.795,0
12.16,185.273438,90.0,-47.0,4543.645,0
12.15,185.273438,90.0,-47.0,4543.84,0
12.04,186.679688,90.0,-47.0,4543.605,0
12.16,185.273438,90.0,-47.0,4543.605,0
12.15,183.164063,90.0,-38.5,4543.795,0
12.16,183.164063,90.0,-38.5,4543.375,0
12.16,183.164063,90.0,-38.5,4543.56,0
12.15,185.273438,90.0,-38.0,4543.46,0
12.16,185.273438,90.0,-38.5,4543.51,0
12.15,183.164063,90.0,-38.5,4543.605,0
12.16,185.273438,90.0,-38.5,4543.645,0
12.16,183.164063,90.0,-38.5,4543.695,0
1.01,185.273438,90.0,-55.0,4543.795,0
1.01,183.164063,90.0,-55.0,4543.605,0
1.01,183.164063,90.0,-50.5,4543.84,0
1.01,186.679688,90.0,-50.5,4543.84,0
1.01,183.164063,90.0,-44.0,4543.745,0
1.01,185.273438,90.0,-44.0,4543.645,0
1.01,185.273438,90.0,-39.5,4543.56,0
1.01,183.164063,90.0,-39.5,4543.795,0
1.01,185.273438,90.0,-38.5,4543.41,0
1.01,183.164063,90.0,-38.5,4543.605,0
1.01,185.273438,90.0,-41.5,4543.605,0
1.01,185.273438,90.0,-41.0,4543.56,0
1.01,186.679688,90.0,-41.5,4543.56,0
1.01,183.164063,90.0,-49.0,4543.56,0
1.01,185.273438,90.0,-48.5,4543.88,0
1.01,185.273438,90.0,-50.5,4543.745,0
1.01,185.273438,90.0,-50.5,4543.695,0
1.01,185.273438,90.0,-50.0,4543.88,0
1.01,183.164063,90.0,-50.5,4543.745,0
1.01,185.273438,90.0,-50.5,4543.605,0
1.01,183.164063,90.0,-50.5,4543.84,0
1.01,183.164063,90.0,-39.5,4543.605,0
1.01,183.164063,90.0,-39.5,4543.325,0
1.01,183.164063,90.0,-39.5,4543.645,0
1.01,185.273438,90.0,-39.5,4543.56,0
1.01,185.273438,90.0,-39.5,4543.46,0
1.01,183.164063,90.0,-39.5,4543.56,0
1.01,185.273438,90.0,-38.5,4543.46,0
1.01,183.164063,90.0,-38.5,4543.605,0
1.01,185.273438,90.0,-38.5,4543.56,0
1.01,185.273438,90.0,-38.5,4543.605,0
1.01,185.273438,90.0,-38.5,4543.46,0
1.01,183.164063,90.0,-38.5,4543.46,0
1.01,185.273438,90.0,-38.5,4543.56,0
12.15,183.164063,90.0,-38.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.695,0
1.01,185.273438,90.0,-42.0,4543.695,0
1.01,185.273438,90.0,-42.0,4543.88,0
1.01,183.164063,90.0,-38.0,4543.46,0
1.01,183.164063,90.0,-38.5,4543.56,0
12.16,181.757813,90.0,-38.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.745,0
1.01,185.273438,90.0,-43.0,4543.605,0
1.01,185.273438,90.0,-43.0,4543.605,0
1.01,186.679688,90.0,-48.5,4543.645,0
1.01,183.164063,90.0,-48.5,4543.56,0
1.01,185.273438,90.0,-43.5,4543.745,0
1.01,183.164063,90.0,-44.0,4543.56,0
12.16,183.164063,90.0,-38.5,4543.56,0
12.15,185.273438,90.0,-38.0,4543.56,0
1.01,185.273438,90.0,-42.0,4543.645,0
1.01,185.273438,90.0,-42.5,4543.645,0
1.01,186.679688,90.0,-42.5,4543.51,0
1.01,185.273438,90.0,-42.0,4543.645,0
1.01,185.273438,90.0,-42.0,4543.745,0
1.01,183.164063,90.0,-42.5,4543.56,0
12.18,185.273438,90.0,-38.0,4543.645,0
12.16,185.273438,90.0,-38.0,4543.795,0
1.01,183.164063,90.0,-38.5,4543.46,0
1.01,183.164063,90.0,-38.0,4543.46,0
1.01,185.273438,90.0,-38.0,4543.795,0
1.01,183.164063,90.0,-38.0,4543.56,0
1.01,185.273438,90.0,-38.0,4543.46,0
1.01,185.273438,90.0,-38.0,4543.695,0
12.15,183.164063,90.0,-38.5,4543.51,0
12.18,183.164063,90.0,-38.5,4543.645,0
1.01,185.273438,90.0,-50.0,4543.88,0
1.01,183.164063,90.0,-50.0,4543.605,0
1.01,183.164063,90.0,-47.0,4543.84,0
1.01,183.164063,90.0,-47.0,4543.84,0
1.01,185.273438,90.0,-43.0,4543.645,0
1.01,185.273438,90.0,-42.5,4543.605,0
1.01,183.164063,90.0,-43.0,4543.605,0
1.01,186.679688,90.0,-43.0,4543.56,0
1.01,185.273438,90.0,-43.0,4543.645,0
1.01,183.164063,90.0,-43.0,4543.645,0
1.01,183.164063,90.0,-44.5,4543.605,0
1.01,185.273438,90.0,-44.0,4543.695,0
1.01,185.273438,90.0,-43.5,4543.605,0
1.01,185.273438,90.0,-43.5,4543.645,0
1.01,185.273438,90.0,-43.5,4543.645,0
1.01,183.164063,90.0,-43.5,4543.605,0
1.01,185.273438,90.0,-43.5,4543.51,0
12.15,181.757813,90.0,-38.0,4543.645,0
12.16,183.164063,90.0,-38.5,4543.645,0
12.15,185.273438,90.0,-38.0,4543.695,0
12.15,183.164063,90.0,-38.5,4543.605,0
12.16,183.164063,90.0,-38.0,4543.41,0
12.15,183.164063,90.0,-38.5,4543.645,0
1.01,183.164063,90.0,-43.0,4543.84,0
1.01,183.164063,90.0,-43.0,4543.745,0
1.01,186.679688,90.0,-49.0,4543.645,0
1.01,185.273438,90.0,-48.5,4543.745,0
12.15,185.273438,90.0,-38.0,4543.695,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.16,185.273438,90.0,-38.0,4543.745,0
1.01,183.164063,90.0,-43.5,4543.605,0
1.01,183.164063,90.0,-43.5,4543.56,0
1.01,183.164063,90.0,-43.0,4543.695,0
1.01,183.164063,90.0,-43.0,4543.695,0
12.18,185.273438,90.0,-38.0,4543.605,0
12.18,183.164063,90.0,-38.5,4543.695,0
12.15,185.273438,90.0,-38.0,4543.605,0
12.15,181.757813,90.0,-38.0,4543.645,0
12.16,185.273438,90.0,-38.0,4543.645,0
12.16,185.273438,90.0,-38.0,4543.795,0
12.11,183.164063,90.0,-60.0,4543.98,0
12.13,186.679688,90.0,-60.5,4544.065,0
12.15,185.273438,90.0,-38.0,4543.745,0
12.16,183.164063,90.0,-38.0,4543.645,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.645,0
12.04,185.273438,90.0,-47.0,4543.84,0
12.04,183.164063,90.0,-47.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.605,0
12.16,181.757813,90.0,-38.0,4543.46,0
12.15,183.164063,90.0,-38.0,4543.605,0
12.15,183.164063,90.0,-38.0,4543.645,0
12.15,183.164063,90.0,-38.5,4543.645,0
12.04,185.273438,90.0,-51.5,4543.84,0
12.04,186.679688,90.0,-51.5,4543.695,0
12.15,181.757813,90.0,-51.5,4543.695,0
12.04,183.164063,90.0,-51.5,4543.795,0
12.04,185.273438,90.0,-51.5,4543.745,0
12.04,186.679688,90.0,-51.5,4543.93,0
12.04,183.164063,90.0,-52.0,4543.93,0
12.04,185.273438,90.0,-51.5,4543.695,0
12.04,183.164063,90.0,-51.5,4543.84,0
2.76,202.5,90.0,-55.0,4397.015,0
2.76,204.609375,90.0,-55.5,4396.78,0
2.76,196.523438,90.0,-53.5,4396.965,0
2.76,199.335938,90.0,-54.5,4397.015,0
12.15,185.273438,90.0,-38.0,4543.695,0
12.18,185.273438,90.0,-38.0,4543.645,0
2.76,197.929688,90.0,-54.0,4396.685,0
2.83,196.523438,90.0,-53.5,4396.78,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.15,183.164063,90.0,-38.5,4543.56,0
2.75,203.90625,90.0,-55.0,4396.88,0
2.75,203.90625,90.0,-55.0,4396.92,0
2.76,196.523438,90.0,-54.0,4396.685,0
2.76,202.5,90.0,-55.0,4396.83,0
2.76,202.5,90.0,-54.5,4396.92,0
12.16,181.757813,90.0,-38.0,4543.56,0
12.15,185.273438,90.0,-38.0,4543.56,0
12.15,185.273438,90.0,-38.0,4543.745,0
12.16,183.164063,90.0,-38.5,4543.51,0
1.01,185.273438,90.0,-51.0,4543.795,0
1.01,183.164063,90.0,-50.5,4543.695,0
1.01,185.273438,90.0,-44.0,4543.605,0
1.01,183.164063,90.0,-44.5,4543.605,0
1.01,183.164063,90.0,-39.5,4543.51,0
1.01,185.273438,90.0,-39.0,4543.51,0
12.15,183.164063,90.0,-38.5,4543.645,0
12.15,183.164063,90.0,-38.0,4543.51,0
12.15,183.164063,90.0,-38.5,4543.51,0
1.01,183.164063,90.0,-38.5,4543.46,0
1.01,185.273438,90.0,-38.0,4543.375,0
1.01,185.273438,90.0,-41.0,4543.41,0
1.01,185.273438,90.0,-41.0,4543.695,0
12.15,185.273438,90.0,-38.0,4543.645,0
12.16,183.164063,90.0,-38.0,4543.605,0
1.01,185.273438,90.0,-44.0,4543.88,0
1.01,185.273438,90.0,-44.0,4543.645,0
1.01,185.273438,90.0,-43.5,4543.605,0
1.01,183.164063,90.0,-44.0,4543.56,0
12.15,185.273438,90.0,-38.0,4543.84,0
12.16,186.679688,90.0,-38.5,4543.645,0
1.01,183.164063,90.0,-39.5,4543.56,0
1.01,185.273438,90.0,-39.5,4543.88,0
1.05,3.515625,90.0,-62.0,1376.01,1
1.11,8.789063,90.0,-61.0,1375.51,1
1.06,358.242188,90.0,-62.0,1425.735,1
1.09,8.789063,90.0,-62.5,1425.835,1
1.11,7.03125,90.0,-62.0,1375.69,1
1.15,7.03125,90.0,-61.5,1376.33,1
1.14,358.242188,90.0,-62.0,1375.19,1
1.08,358.242188,90.0,-62.0,1375.69,1
2.75,208.828125,90.0,-55.5,4396.92,0
2.76,202.5,90.0,-55.0,4396.685,0
12.15,183.164063,90.0,-38.5,4543.645,0
12.16,185.273438,90.0,-38.0,4543.645,0
2.76,201.09375,90.0,-54.5,4396.88,0
2.76,204.609375,90.0,-55.0,4396.965,0
5.66,185.273438,90.0,-38.0,4543.695,0
5.65,185.273438,90.0,-38.0,4543.605,0
1.01,185.273438,90.0,-45.5,4543.745,0
1.01,183.164063,90.0,-46.0,4543.56,0
12.15,185.273438,90.0,-38.0,4543.605,0
12.16,181.757813,90.0,-38.0,4543.745,0
12.18,183.164063,90.0,-38.5,4543.795,0
12.15,185.273438,90.0,-38.0,4543.605,0
1.01,185.273438,90.0,-52.0,4543.84,0
1.01,186.679688,90.0,-52.5,4543.88,0
1.01,185.273438,90.0,-52.0,4543.84,0
12.16,183.164063,90.0,-38.5,4543.605,0
12.16,185.273438,90.0,-38.0,4543.605,0
1.01,183.164063,90.0,-39.5,4543.375,0
1.01,185.273438,90.0,-39.5,4543.645,0
12.16,185.273438,90.0,-38.0,4543.46,0
12.15,185.273438,90.0,-38.0,4543.695,0
1.01,185.273438,90.0,-42.0,4543.645,0
1.01,183.164063,90.0,-42.5,4543.745,0
1.01,183.164063,90.0,-42.5,4543.51,0
1.01,183.164063,90.0,-49.0,4543.695,0
1.01,185.273438,90.0,-49.0,4543.56,0
12.15,185.273438,90.0,-38.0,4543.605,0
12.16,183.164063,90.0,-38.5,4543.645,0
1.01,185.273438,90.0,-45.5,4543.645,0
1.01,183.164063,90.0,-45.5,4543.695,0
1.01,185.273438,90.0,-45.5,4543.46,0
1.01,185.273438,90.0,-45.5,4543.695,0
1.01,183.164063,90.0,-45.5,4543.605,0
1.01,183.164063,90.0,-46.0,4543.745,0
1.01,185.273438,90.0,-45.5,4543.605,0
1.01,183.164063,90.0,-45.5,4543.51,0
1.01,183.164063,90.0,-45.5,4543.795,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.15,186.679688,90.0,-38.0,4543.605,0
1.01,183.164063,90.0,-39.5,4543.605,0
1.01,183.164063,90.0,-39.5,4543.605,0
1.01,183.164063,90.0,-39.5,4543.695,0
1.01,183.164063,90.0,-39.5,4543.46,0
1.01,183.164063,90.0,-39.5,4543.745,0
1.01,185.273438,90.0,-39.0,4543.645,0
1.01,183.164063,90.0,-39.5,4543.51,0
1.01,185.273438,90.0,-39.5,4543.645,0
1.01,185.273438,90.0,-39.5,4543.51,0
1.01,185.273438,90.0,-39.5,4543.695,0
1.01,185.273438,90.0,-39.5,4543.645,0
1.01,183.164063,90.0,-39.5,4543.605,0
1.01,183.164063,90.0,-39.5,4543.605,0
1.01,185.273438,90.0,-39.5,4543.56,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.16,185.273438,90.0,-38.0,4543.695,0
1.01,185.273438,90.0,-48.5,4543.745,0
1.01,185.273438,90.0,-48.5,4543.645,0
1.01,186.679688,90.0,-42.5,4543.645,0
1.01,185.273438,90.0,-42.5,4543.51,0
12.15,185.273438,90.0,-38.0,4543.795,0
12.15,183.164063,90.0,-38.5,4543.56,0
12.15,185.273438,90.0,-38.0,4543.46,0
12.16,185.273438,90.0,-38.0,4543.745,0
1.01,185.273438,90.0,-53.5,4543.88,0
1.01,183.164063,90.0,-53.5,4543.93,0
1.01,181.757813,90.0,-53.5,4543.695,0
1.01,183.164063,90.0,-53.5,4543.84,0
1.01,185.273438,90.0,-42.5,4543.795,0
1.01,185.273438,90.0,-42.5,4543.56,0
12.16,183.164063,90.0,-38.5,4543.745,0
12.16,183.164063,90.0,-38.0,4543.56,0
12.15,183.164063,90.0,-38.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.84,0
12.16,185.273438,90.0,-38.0,4543.56,0
1.01,185.273438,90.0,-44.0,4543.745,0
1.01,183.164063,90.0,-44.0,4543.605,0
1.01,185.273438,90.0,-38.0,4543.375,0
1.01,183.164063,90.0,-38.5,4543.605,0
1.01,185.273438,90.0,-44.0,4543.795,0
1.01,183.164063,90.0,-44.5,4543.56,0
1.01,186.679688,90.0,-44.0,4543.645,0
1.01,185.273438,90.0,-44.0,4543.51,0
1.01,185.273438,90.0,-44.0,4543.795,0
1.01,185.273438,90.0,-44.0,4543.605,0
1.01,185.273438,90.0,-44.0,4543.795,0
1.01,183.164063,90.0,-44.5,4543.695,0
1.01,185.273438,90.0,-44.0,4543.645,0
1.01,185.273438,90.0,-44.0,4543.375,0
1.01,185.273438,90.0,-38.0,4543.605,0
1.01,186.679688,90.0,-38.5,4543.56,0
1.01,183.164063,90.0,-38.5,4543.695,0
1.01,183.164063,90.0,-38.5,4543.695,0
1.01,185.273438,90.0,-38.0,4543.605,0
1.01,183.164063,90.0,-38.5,4543.51,0
12.15,183.164063,90.0,-38.0,4543.46,0
12.15,183.164063,90.0,-38.5,4543.605,0
0.98,185.273438,90.0,-61.5,4543.745,0
1.01,181.757813,90.0,-61.0,4543.84,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.16,185.273438,90.0,-38.0,4543.795,0
0.98,185.273438,90.0,-61.0,4543.745,0
0.96,185.273438,90.0,-61.0,4543.795,0
12.15,185.273438,90.0,-38.0,4543.605,0
12.16,185.273438,90.0,-38.0,4543.56,0
1.01,183.164063,90.0,-51.5,4543.795,0
1.01,185.273438,90.0,-51.5,4543.88,0
1.01,186.679688,90.0,-52.0,4543.695,0
1.01,186.679688,90.0,-52.0,4543.645,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.795,0
12.16,185.273438,90.0,-38.0,4543.645,0
12.15,183.164063,90.0,-38.5,4543.795,0
1.01,185.273438,90.0,-45.5,4543.605,0
1.01,186.679688,90.0,-46.0,4543.745,0
0.98,186.679688,90.0,-61.0,4544.025,0
0.96,183.164063,90.0,-61.0,4543.84,0
12.15,185.273438,90.0,-38.0,4543.795,0
12.16,183.164063,90.0,-38.5,4543.605,0
12.16,185.273438,90.0,-38.0,4543.645,0
12.16,183.164063,90.0,-38.0,4543.645,0
1.01,183.164063,90.0,-41.0,4543.695,0
1.01,185.273438,90.0,-41.0,4543.46,0
1.01,185.273438,90.0,-39.5,4543.605,0
1.01,183.164063,90.0,-40.0,4543.41,0
1.01,185.273438,90.0,-42.5,4543.56,0
1.01,185.273438,90.0,-42.5,4543.645,0
12.16,186.679688,90.0,-38.0,4543.56,0
12.15,185.273438,90.0,-38.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.51,0
12.15,186.679688,90.0,-38.0,4543.795,0
1.01,185.273438,90.0,-51.5,4543.695,0
1.01,186.679688,90.0,-52.0,4543.605,0
1.01,185.273438,90.0,-51.5,4543.745,0
1.01,186.679688,90.0,-52.0,4543.695,0
1.01,186.679688,90.0,-51.5,4544.025,0
1.01,185.273438,90.0,-52.0,4543.84,0
1.01,185.273438,90.0,-50.0,4543.645,0
1.01,183.164063,90.0,-50.0,4543.745,0
12.16,183.164063,90.0,-38.0,4543.56,0
12.16,183.164063,90.0,-38.0,4543.605,0
1.01,185.273438,90.0,-42.5,4543.745,0
1.01,185.273438,90.0,-42.5,4543.46,0
1.01,185.273438,90.0,-43.0,4543.695,0
1.01,183.164063,90.0,-43.0,4543.51,0
1.01,185.273438,90.0,-42.5,4543.84,0
1.01,183.164063,90.0,-42.5,4543.56,0
12.15,185.273438,90.0,-38.0,4543.645,0
12.15,185.273438,90.0,-38.0,4543.605,0
12.15,185.273438,90.0,-38.0,4543.745,0
12.15,185.273438,90.0,-38.0,4543.645,0
12.16,183.164063,90.0,-38.0,4543.375,0
12.15,185.273438,90.0,-38.0,4543.56,0
1.01,185.273438,90.0,-42.5,4543.46,0
1.01,185.273438,90.0,-42.5,4543.56,0
1.01,185.273438,90.0,-38.0,4543.51,0
1.01,186.679688,90.0,-38.0,4543.605,0
12.16,185.273438,90.0,-38.0,4543.645,0
12.16,186.679688,90.0,-38.0,4543.605,0
12.16,185.273438,90.0,-38.0,4543.605,0
12.16,186.679688,90.0,-38.0,4543.645,0
12.16,183.164063,90.0,-38.0,4543.745,0
12.16,185.273438,90.0,-38.0,4543.645,0
1.01,186.679688,90.0,-42.5,4543.745,0
1.01,186.679688,90.0,-42.5,4543.605,0
1.01,186.679688,90.0,-48.5,4543.795,0
1.01,186.679688,90.0,-49.0,4543.84,0
1.01,186.679688,90.0,-44.0,4543.645,0
