PW(µs),Azimuth(º),Elevation(º),Power(dBm),Freq(MHz),cluster
4.87,34.101563,90.0,-45.5,4545.285,0
5.5,18.28125,90.0,-47.5,4544.955,0
5.5,34.101563,90.0,-48.5,4545.005,0
4.0,35.859375,90.0,-45.0,4545.24,0
3.97,34.101563,90.0,-45.5,4545.375,0
37.33,34.804688,90.0,-56.5,4540.14,0
3.97,36.914063,90.0,-51.5,4545.19,0
4.0,34.804688,90.0,-51.5,4545.285,0
3.97,32.695313,90.0,-51.5,4545.19,0
3.97,32.695313,90.0,-51.5,4545.24,0
4.42,34.101563,90.0,-45.5,4545.1,0
4.42,34.804688,90.0,-45.5,4544.955,0
3.97,19.6875,90.0,-51.5,4545.15,0
4.0,18.28125,90.0,-52.0,4545.19,0
4.87,34.101563,90.0,-45.5,4545.1,0
4.87,34.804688,90.0,-45.5,4545.1,0
4.0,35.859375,90.0,-50.0,4545.15,0
3.97,34.101563,90.0,-50.5,4545.475,0
3.97,16.875,90.0,-44.0,4545.1,0
3.97,16.875,90.0,-44.0,4545.19,0
37.45,32.695313,90.0,-56.0,4539.945,0
37.42,32.695313,90.0,-56.5,4540.14,0
37.42,34.101563,90.0,-50.0,4540.325,0
37.42,34.101563,90.0,-50.5,4539.895,0
37.42,34.101563,90.0,-50.0,4540.325,0
37.39,34.101563,90.0,-50.0,4540.14,0
3.97,16.875,90.0,-49.0,4544.955,0
3.97,16.875,90.0,-49.0,4545.1,0
4.87,13.359375,90.0,-43.5,4545.005,0
4.87,35.859375,90.0,-45.0,4545.1,0
5.5,34.804688,90.0,-46.5,4544.955,0
5.5,34.804688,90.0,-46.5,4544.955,0
4.87,34.804688,90.0,-44.5,4545.19,0
4.87,34.804688,90.0,-44.5,4545.1,0
4.63,34.804688,90.0,-44.5,4544.915,0
4.63,34.101563,90.0,-45.0,4545.055,0
5.29,34.804688,90.0,-50.5,4545.15,0
5.29,34.804688,90.0,-50.5,4545.055,0
3.97,35.859375,90.0,-49.5,4545.24,0
3.97,34.804688,90.0,-49.5,4545.24,0
4.87,35.859375,90.0,-44.5,4545.005,0
4.87,34.804688,90.0,-44.5,4545.005,0
4.87,34.101563,90.0,-45.0,4544.955,0
4.87,32.695313,90.0,-45.5,4545.15,0
4.87,34.804688,90.0,-45.0,4545.005,0
4.87,34.804688,90.0,-45.0,4545.1,0
4.0,34.804688,90.0,-45.0,4545.375,0
3.97,34.804688,90.0,-45.0,4545.15,0
3.97,34.101563,90.0,-45.0,4545.24,0
4.0,34.804688,90.0,-45.0,4545.375,0
4.63,35.859375,90.0,-44.5,4545.19,0
4.63,34.804688,90.0,-45.0,4544.915,0
3.97,34.804688,90.0,-50.5,4545.285,0
3.97,34.804688,90.0,-50.0,4545.15,0
37.42,32.695313,90.0,-48.0,4539.995,0
37.42,36.914063,90.0,-48.0,4540.425,0
3.97,35.859375,90.0,-50.0,4545.15,0
3.97,35.859375,90.0,-50.0,4545.285,0
3.97,15.46875,90.0,-49.0,4545.285,0
3.97,15.46875,90.0,-49.0,4545.1,0
3.97,35.859375,90.0,-50.5,4545.15,0
4.0,34.101563,90.0,-50.5,4545.24,0
3.97,35.859375,90.0,-45.0,4545.1,0
4.0,35.859375,90.0,-45.0,4545.285,0
3.97,35.859375,90.0,-48.0,4545.055,0
3.97,35.859375,90.0,-48.0,4545.055,0
3.97,35.859375,90.0,-48.0,4545.15,0
3.97,34.804688,90.0,-48.0,4545.055,0
4.0,13.359375,90.0,-48.0,4545.475,0
3.97,16.875,90.0,-48.5,4545.24,0
3.97,13.359375,90.0,-48.0,4545.19,0
3.97,11.953125,90.0,-48.5,4545.19,0
3.88,34.101563,90.0,-59.5,4544.915,0
3.85,34.101563,90.0,-59.5,4544.68,0
3.85,34.101563,90.0,-59.5,4544.955,0
3.85,11.953125,90.0,-59.5,4544.68,0
5.5,35.859375,90.0,-45.5,4544.955,0
5.5,36.914063,90.0,-45.5,4545.19,0
5.5,36.914063,90.0,-45.5,4545.19,0
4.87,34.804688,90.0,-45.5,4545.19,0
4.87,35.859375,90.0,-45.5,4545.055,0
30.85,197.929688,90.0,-56.0,1431.33,0
30.82,204.609375,90.0,-56.5,1431.285,0
4.0,36.914063,90.0,-46.5,4544.915,0
3.97,35.859375,90.0,-46.5,4545.19,0
3.88,32.695313,90.0,-55.0,4545.1,0
3.88,32.695313,90.0,-55.0,4544.915,0
4.0,35.859375,90.0,-46.5,4545.19,0
4.0,35.859375,90.0,-46.5,4545.19,0
3.97,35.859375,90.0,-46.5,4545.19,0
4.0,36.914063,90.0,-47.0,4544.915,0
3.97,37.617188,90.0,-47.0,4545.15,0
4.0,35.859375,90.0,-46.5,4545.1,0
3.97,34.804688,90.0,-46.5,4545.1,0
4.0,36.914063,90.0,-47.0,4545.285,0
3.88,35.859375,90.0,-55.5,4544.915,0
3.97,35.859375,90.0,-54.5,4545.24,0
3.97,38.671875,90.0,-49.0,4545.335,0
4.0,36.914063,90.0,-49.0,4545.24,0
3.94,18.28125,90.0,-52.0,4544.82,0
3.94,19.6875,90.0,-52.0,4544.915,0
3.97,18.28125,90.0,-44.0,4545.425,0
3.97,19.6875,90.0,-43.5,4545.19,0
3.97,19.6875,90.0,-43.5,4545.15,0
3.97,19.6875,90.0,-43.5,4545.19,0
4.0,18.28125,90.0,-44.0,4544.915,0
3.97,16.875,90.0,-43.5,4545.19,0
4.0,21.445313,90.0,-47.0,4545.005,0
3.97,21.445313,90.0,-47.5,4545.425,0
3.94,24.960938,90.0,-53.0,4545.15,0
3.88,21.445313,90.0,-52.5,4544.72,0
4.0,22.851563,90.0,-48.5,4545.1,0
4.0,24.257813,90.0,-48.5,4545.24,0
3.88,22.851563,90.0,-53.0,4544.915,0
3.88,24.257813,90.0,-52.5,4544.865,0
3.97,22.851563,90.0,-46.5,4545.1,0
4.0,22.851563,90.0,-46.5,4545.1,0
3.97,24.257813,90.0,-45.0,4545.1,0
3.97,22.851563,90.0,-45.0,4545.24,0
3.97,22.851563,90.0,-49.5,4545.1,0
3.94,22.851563,90.0,-49.5,4544.77,0
4.0,21.445313,90.0,-43.5,4545.19,0
3.97,22.851563,90.0,-44.0,4545.24,0
3.82,21.445313,90.0,-66.0,4543.88,0
3.85,22.851563,90.0,-65.5,4544.535,0
4.0,21.445313,90.0,-47.5,4545.15,0
4.0,21.445313,90.0,-48.0,4545.1,0
37.42,24.960938,90.0,-49.5,4540.325,0
37.42,24.257813,90.0,-49.5,4540.375,0
37.42,24.257813,90.0,-50.0,4540.52,0
37.42,39.726563,90.0,-50.5,4540.19,0
37.33,22.851563,90.0,-52.0,4540.755,0
37.33,22.851563,90.0,-52.0,4539.945,0
37.39,19.6875,90.0,-52.0,4540.425,0
37.42,22.851563,90.0,-52.5,4540.475,0
37.33,21.445313,90.0,-51.5,4540.61,0
37.33,22.851563,90.0,-52.5,4540.375,0
3.94,15.46875,90.0,-50.0,4544.955,0
3.94,15.46875,90.0,-50.0,4545.005,0
3.97,16.875,90.0,-46.0,4545.055,0
4.0,16.875,90.0,-46.0,4545.19,0
3.97,16.875,90.0,-46.0,4545.24,0
3.97,15.46875,90.0,-46.5,4544.955,0
37.42,41.484375,90.0,-50.0,4540.09,0
37.42,43.242188,90.0,-49.5,4540.52,0
37.42,41.484375,90.0,-49.5,4540.425,0
37.42,41.484375,90.0,-50.0,4539.995,0
37.42,42.890625,90.0,-50.0,4540.425,0
37.42,41.835938,90.0,-49.5,4540.425,0
37.39,41.484375,90.0,-49.5,4539.945,0
37.42,39.726563,90.0,-50.0,4540.375,0
4.0,41.835938,90.0,-49.0,4545.15,0
4.0,43.242188,90.0,-49.0,4545.375,0
4.0,13.359375,90.0,-42.5,4545.375,0
3.97,43.242188,90.0,-44.5,4545.19,0
37.24,41.484375,90.0,-52.5,4540.325,0
37.18,38.671875,90.0,-53.0,4539.76,0
37.42,41.835938,90.0,-52.5,4539.945,0
37.42,38.671875,90.0,-52.5,4540.475,0
4.15,162.070313,90.0,-57.5,1425.835,0
4.27,158.90625,90.0,-58.0,1425.65,0
4.42,171.5625,90.0,-59.0,1375.65,0
4.3,173.320313,90.0,-60.5,1375.735,0
4.24,162.070313,90.0,-36.0,1425.69,0
4.27,162.070313,90.0,-35.5,1425.735,0
4.33,170.15625,90.0,-28.0,1375.735,0
4.39,171.5625,90.0,-27.5,1375.785,0
3.94,16.875,90.0,-50.0,4544.82,0
3.88,18.28125,90.0,-50.5,4545.055,0
3.94,15.46875,90.0,-46.5,4544.955,0
3.97,15.46875,90.0,-46.5,4545.1,0
3.94,15.46875,90.0,-47.0,4545.1,0
3.94,16.875,90.0,-46.5,4544.915,0
3.97,18.28125,90.0,-48.0,4545.24,0
4.0,47.109375,90.0,-49.5,4545.335,0
3.97,43.242188,90.0,-44.5,4545.24,0
3.97,18.28125,90.0,-43.5,4545.19,0
37.39,41.484375,90.0,-52.5,4540.57,0
37.39,41.835938,90.0,-53.0,4540.045,0
4.0,18.28125,90.0,-46.5,4545.15,0
3.97,16.875,90.0,-46.0,4545.19,0
37.42,19.6875,90.0,-45.5,4540.52,0
37.42,19.6875,90.0,-45.5,4540.52,0
37.42,43.242188,90.0,-46.5,4540.19,0
37.42,47.109375,90.0,-46.5,4540.19,0
3.88,21.445313,90.0,-53.5,4544.865,0
3.88,21.445313,90.0,-53.5,4544.915,0
3.97,21.445313,90.0,-47.0,4545.24,0
3.97,22.851563,90.0,-47.5,4545.005,0
5.5,41.484375,90.0,-49.5,4545.1,0
5.5,43.242188,90.0,-49.5,4544.955,0
5.44,22.851563,90.0,-52.0,4544.865,0
5.5,24.257813,90.0,-52.5,4544.955,0
5.47,22.851563,90.0,-53.0,4544.82,0
5.44,22.851563,90.0,-53.0,4544.72,0
37.33,39.726563,90.0,-54.0,4539.81,0
37.33,41.484375,90.0,-53.5,4539.945,0
37.33,41.484375,90.0,-53.5,4539.895,0
37.33,40.429688,90.0,-53.5,4540.375,0
3.97,43.242188,90.0,-47.5,4544.955,0
3.97,21.445313,90.0,-46.5,4545.285,0
37.33,41.835938,90.0,-52.0,4540.325,0
37.33,43.242188,90.0,-52.0,4540.325,0
37.39,43.242188,90.0,-52.0,4540.52,0
37.33,43.242188,90.0,-52.0,4540.14,0
37.42,26.367188,90.0,-47.5,4540.475,0
37.42,26.367188,90.0,-47.5,4540.57,0
37.45,24.960938,90.0,-48.0,4540.325,0
37.42,24.257813,90.0,-47.5,4540.425,0
3.97,24.960938,90.0,-41.5,4545.335,0
3.97,24.960938,90.0,-41.5,4545.19,0
3.97,24.257813,90.0,-41.5,4545.15,0
3.97,24.960938,90.0,-41.5,4545.15,0
3.97,24.960938,90.0,-41.0,4545.19,0
3.97,24.960938,90.0,-41.5,4545.055,0
37.42,24.960938,90.0,-49.5,4540.23,0
37.39,26.367188,90.0,-49.5,4540.23,0
37.42,24.960938,90.0,-49.5,4540.52,0
37.39,24.960938,90.0,-49.5,4540.375,0
37.33,24.960938,90.0,-49.5,4540.805,0
37.42,24.960938,90.0,-49.0,4540.275,0
4.0,24.960938,90.0,-46.0,4545.19,0
3.97,26.367188,90.0,-46.0,4545.19,0
3.97,27.773438,90.0,-45.5,4545.19,0
3.94,29.179688,90.0,-46.5,4544.955,0
3.94,26.367188,90.0,-46.5,4545.005,0
3.97,26.367188,90.0,-46.0,4544.915,0
4.0,43.242188,90.0,-43.5,4545.19,0
4.0,42.890625,90.0,-43.5,4545.335,0
4.0,42.890625,90.0,-45.5,4544.915,0
4.0,43.242188,90.0,-45.5,4545.19,0
3.97,47.109375,90.0,-45.0,4545.285,0
4.0,42.890625,90.0,-45.5,4545.24,0
4.0,48.515625,90.0,-48.5,4545.425,0
4.0,47.460938,90.0,-48.5,4545.15,0
4.24,162.070313,90.0,-63.0,1425.55,0
4.3,164.882813,90.0,-62.5,1426.195,0
37.42,42.890625,90.0,-48.5,4540.23,0
37.42,40.429688,90.0,-48.0,4540.52,0
3.94,30.234375,90.0,-53.5,4544.82,0
3.88,27.773438,90.0,-53.0,4544.865,0
4.0,29.179688,90.0,-47.0,4545.1,0
3.97,31.640625,90.0,-47.0,4545.005,0
4.24,24.960938,90.0,-42.5,4545.005,0
4.24,24.960938,90.0,-42.5,4545.19,0
5.44,24.960938,90.0,-53.5,4544.82,0
5.47,26.367188,90.0,-53.0,4544.955,0
5.5,24.960938,90.0,-43.5,4545.19,0
5.5,26.367188,90.0,-44.0,4544.955,0
5.5,24.960938,90.0,-50.0,4544.955,0
5.5,29.179688,90.0,-50.5,4544.865,0
4.45,41.835938,90.0,-43.0,4545.15,0
4.42,26.367188,90.0,-42.5,4545.19,0
4.24,41.835938,90.0,-43.0,4545.19,0
4.24,42.890625,90.0,-43.0,4545.1,0
4.24,42.890625,90.0,-43.0,4545.055,0
4.24,41.835938,90.0,-43.0,4544.955,0
5.14,19.6875,90.0,-64.5,4544.81,0
5.17,19.6875,90.0,-64.5,4544.465,0
5.2,37.617188,90.0,-53.0,4544.465,0
5.2,37.617188,90.0,-53.0,4544.38,0
4.42,41.835938,90.0,-43.5,4544.955,0
4.45,42.890625,90.0,-43.0,4545.055,0
4.24,43.242188,90.0,-43.0,4544.955,0
4.24,42.890625,90.0,-43.5,4545.005,0
4.87,41.835938,90.0,-44.0,4544.81,0
4.87,41.484375,90.0,-44.0,4544.945,0
4.63,41.835938,90.0,-43.5,4545.15,0
4.63,43.242188,90.0,-43.0,4545.24,0
4.63,42.890625,90.0,-43.5,4544.915,0
4.63,42.890625,90.0,-43.0,4545.1,0
4.42,41.484375,90.0,-43.5,4545.005,0
4.45,41.835938,90.0,-43.5,4545.19,0
4.24,42.890625,90.0,-43.0,4545.19,0
4.24,43.242188,90.0,-43.0,4545.1,0
4.0,39.726563,90.0,-54.5,4545.19,0
4.0,39.726563,90.0,-54.0,4544.915,0
3.97,38.671875,90.0,-50.5,4545.1,0
3.97,40.429688,90.0,-50.0,4545.15,0
3.94,27.773438,90.0,-53.0,4544.865,0
3.88,24.960938,90.0,-53.5,4544.865,0
4.87,26.367188,90.0,-42.5,4545.15,0
4.87,27.773438,90.0,-42.0,4545.15,0
4.24,27.773438,90.0,-42.5,4545.005,0
4.24,26.367188,90.0,-42.5,4544.915,0
4.42,26.367188,90.0,-42.5,4544.915,0
4.42,24.960938,90.0,-42.5,4544.955,0
4.45,26.367188,90.0,-42.0,4545.1,0
4.42,24.960938,90.0,-42.0,4545.1,0
4.42,26.367188,90.0,-42.0,4545.15,0
4.42,24.960938,90.0,-42.5,4544.915,0
4.24,24.960938,90.0,-42.5,4545.15,0
4.24,24.960938,90.0,-42.5,4545.15,0
5.29,24.257813,90.0,-43.0,4544.71,0
5.29,24.257813,90.0,-43.5,4544.85,0
5.5,21.445313,90.0,-42.5,4545.15,0
5.5,21.445313,90.0,-42.5,4545.055,0
5.5,21.445313,90.0,-42.5,4544.865,0
5.5,22.851563,90.0,-43.0,4545.1,0
4.24,22.851563,90.0,-42.5,4545.005,0
4.24,21.445313,90.0,-42.5,4545.1,0
4.87,22.851563,90.0,-42.5,4545.005,0
4.87,22.851563,90.0,-42.5,4545.19,0
4.87,22.851563,90.0,-42.5,4545.15,0
4.87,22.851563,90.0,-42.5,4544.955,0
4.87,22.851563,90.0,-42.5,4544.955,0
4.87,22.851563,90.0,-42.5,4545.055,0
4.63,21.445313,90.0,-42.0,4544.955,0
4.63,22.851563,90.0,-42.5,4545.055,0
4.24,22.851563,90.0,-42.5,4544.955,0
4.24,43.242188,90.0,-43.5,4545.15,0
4.87,22.851563,90.0,-42.5,4545.19,0
4.87,22.851563,90.0,-42.5,4545.055,0
5.47,24.257813,90.0,-50.0,4544.82,0
5.5,24.960938,90.0,-50.0,4545.055,0
4.87,47.109375,90.0,-44.0,4544.955,0
9.22,325.546875,90.0,-54.5,4441.585,0
4.63,47.109375,90.0,-43.5,4544.915,0
4.63,48.867188,90.0,-43.5,4545.19,0
4.0,47.109375,90.0,-48.5,4545.19,0
4.0,47.460938,90.0,-48.5,4545.375,0
4.0,47.109375,90.0,-43.0,4545.15,0
3.97,47.109375,90.0,-43.0,4545.19,0
3.97,43.242188,90.0,-45.0,4545.24,0
3.97,47.109375,90.0,-45.0,4545.24,0
3.94,47.460938,90.0,-48.5,4544.865,0
4.0,26.367188,90.0,-48.0,4545.19,0
4.0,24.960938,90.0,-47.0,4545.15,0
4.0,24.257813,90.0,-47.0,4545.1,0
5.5,42.890625,90.0,-42.0,4544.955,0
5.5,43.242188,90.0,-42.0,4545.055,0
4.42,43.242188,90.0,-42.0,4545.1,0
4.45,43.242188,90.0,-42.0,4544.955,0
5.5,43.242188,90.0,-41.5,4545.1,0
5.5,29.179688,90.0,-41.5,4545.15,0
4.24,42.890625,90.0,-42.0,4545.19,0
4.24,26.367188,90.0,-41.0,4544.865,0
4.87,43.242188,90.0,-42.0,4544.955,0
4.87,43.242188,90.0,-41.5,4545.1,0
5.5,41.484375,90.0,-45.5,4545.19,0
5.5,42.890625,90.0,-45.5,4544.915,0
5.5,26.367188,90.0,-47.0,4544.77,0
5.5,26.367188,90.0,-47.0,4545.1,0
5.5,42.890625,90.0,-43.0,4544.955,0
5.5,43.242188,90.0,-43.0,4545.15,0
5.5,41.835938,90.0,-43.0,4545.24,0
5.5,41.484375,90.0,-43.0,4544.955,0
4.63,26.367188,90.0,-40.0,4545.19,0
4.63,24.960938,90.0,-40.5,4544.955,0
4.45,24.257813,90.0,-41.0,4544.955,0
4.24,26.367188,90.0,-40.5,4544.915,0
4.24,24.960938,90.0,-40.5,4545.15,0
4.42,24.960938,90.0,-40.5,4544.915,0
4.45,24.960938,90.0,-40.5,4545.005,0
4.87,47.109375,90.0,-41.5,4545.1,0
4.87,26.367188,90.0,-40.5,4545.15,0
4.45,47.460938,90.0,-41.5,4545.1,0
4.45,27.773438,90.0,-41.0,4544.955,0
4.87,47.109375,90.0,-41.5,4545.19,0
4.87,47.109375,90.0,-41.5,4544.915,0
3.88,29.179688,90.0,-51.0,4545.15,0
3.94,43.242188,90.0,-51.5,4545.15,0
4.63,47.109375,90.0,-41.5,4545.055,0
4.63,48.515625,90.0,-42.0,4544.955,0
4.42,47.109375,90.0,-41.5,4545.005,0
4.45,47.109375,90.0,-42.0,4545.15,0
3.97,47.109375,90.0,-43.0,4545.19,0
4.0,47.460938,90.0,-43.5,4544.915,0
4.24,43.242188,90.0,-42.0,4544.915,0
4.24,47.109375,90.0,-41.5,4545.15,0
4.87,43.242188,90.0,-42.0,4545.055,0
4.87,47.109375,90.0,-42.0,4544.955,0
3.94,47.109375,90.0,-51.5,4545.15,0
3.97,42.890625,90.0,-52.0,4544.955,0
3.97,48.515625,90.0,-51.5,4544.955,0
3.94,47.109375,90.0,-52.0,4545.15,0
4.63,47.109375,90.0,-42.0,4545.005,0
4.63,47.109375,90.0,-42.0,4545.19,0
3.88,48.515625,90.0,-52.0,4544.915,0
3.88,47.460938,90.0,-52.0,4544.865,0
3.88,47.109375,90.0,-52.0,4544.915,0
3.94,47.460938,90.0,-52.5,4544.77,0
3.94,47.460938,90.0,-52.0,4545.055,0
3.94,47.109375,90.0,-52.0,4544.915,0
3.97,38.671875,90.0,-48.5,4545.24,0
3.97,40.429688,90.0,-48.5,4545.52,0
3.97,39.726563,90.0,-49.0,4545.005,0
4.0,40.429688,90.0,-49.0,4545.005,0
3.97,47.109375,90.0,-43.5,4545.19,0
3.97,43.242188,90.0,-43.0,4545.055,0
3.97,43.242188,90.0,-43.0,4545.19,0
3.97,47.109375,90.0,-43.0,4545.15,0
3.97,47.109375,90.0,-43.0,4545.19,0
3.97,47.109375,90.0,-43.0,4544.955,0
3.97,42.890625,90.0,-43.0,4545.19,0
4.87,47.109375,90.0,-42.0,4545.1,0
4.87,43.242188,90.0,-42.0,4545.055,0
3.97,42.890625,90.0,-48.0,4545.24,0
3.97,41.484375,90.0,-48.0,4545.24,0
3.97,41.835938,90.0,-48.0,4545.19,0
3.97,42.890625,90.0,-48.0,4545.15,0
3.85,22.851563,90.0,-62.0,4544.68,0
3.85,22.851563,90.0,-62.0,4544.77,0
3.97,48.867188,90.0,-49.0,4545.055,0
3.94,48.867188,90.0,-48.5,4545.055,0
3.97,48.515625,90.0,-48.0,4544.915,0
3.94,48.867188,90.0,-48.0,4545.055,0
4.0,40.429688,90.0,-49.0,4545.285,0
4.0,39.726563,90.0,-49.5,4545.19,0
3.97,40.429688,90.0,-49.0,4545.285,0
3.97,40.429688,90.0,-49.0,4544.955,0
3.97,39.726563,90.0,-49.0,4545.19,0
4.0,38.671875,90.0,-49.0,4545.005,0
4.0,49.921875,90.0,-48.0,4545.19,0
4.0,48.515625,90.0,-47.5,4545.19,0
4.87,48.515625,90.0,-42.5,4545.1,0
4.87,47.109375,90.0,-42.5,4544.955,0
5.08,48.867188,90.0,-42.5,4545.15,0
5.05,32.695313,90.0,-42.5,4544.865,0
4.24,48.515625,90.0,-42.5,4545.19,0
4.24,48.867188,90.0,-42.5,4544.915,0
4.24,34.101563,90.0,-42.0,4544.865,0
4.24,32.695313,90.0,-42.5,4545.005,0
5.08,32.695313,90.0,-47.5,4545.055,0
5.05,32.695313,90.0,-47.5,4545.1,0
4.87,30.234375,90.0,-42.0,4545.1,0
4.87,30.234375,90.0,-41.5,4545.19,0
4.45,26.367188,90.0,-41.5,4545.1,0
4.45,48.515625,90.0,-42.0,4544.915,0
4.24,27.773438,90.0,-41.0,4544.955,0
4.24,26.367188,90.0,-41.0,4545.1,0
4.87,30.234375,90.0,-41.0,4544.915,0
4.87,27.773438,90.0,-41.0,4545.19,0
4.0,30.234375,90.0,-46.5,4544.955,0
4.0,31.640625,90.0,-46.0,4545.24,0
4.39,168.398438,90.0,-62.0,1375.375,0
225.94,166.992188,90.0,-62.0,1376.295,1
4.3,162.070313,90.0,-62.0,1425.375,0
4.24,163.476563,90.0,-62.5,1425.92,0
4.3,170.15625,90.0,-60.5,1375.835,0
4.39,166.992188,90.0,-60.5,1375.97,0
4.0,30.234375,90.0,-47.0,4545.475,0
4.0,30.234375,90.0,-47.0,4545.24,0
4.0,31.640625,90.0,-46.5,4545.19,0
4.0,30.234375,90.0,-47.0,4545.19,0
4.0,27.773438,90.0,-46.5,4545.19,0
3.97,31.640625,90.0,-47.0,4545.24,0
4.87,29.179688,90.0,-41.0,4545.24,0
4.87,29.179688,90.0,-41.0,4545.15,0
3.97,30.234375,90.0,-41.0,4545.19,0
3.97,30.234375,90.0,-40.5,4545.24,0
4.0,29.179688,90.0,-41.0,4545.19,0
3.97,30.234375,90.0,-41.0,4545.24,0
3.97,29.179688,90.0,-41.0,4544.955,0
3.97,30.234375,90.0,-41.0,4545.375,0
3.97,30.234375,90.0,-41.0,4545.24,0
4.63,29.179688,90.0,-40.5,4545.15,0
4.63,27.773438,90.0,-40.5,4545.005,0
3.97,30.234375,90.0,-44.5,4545.285,0
4.0,29.179688,90.0,-44.0,4545.19,0
3.97,27.773438,90.0,-44.0,4545.19,0
3.97,29.179688,90.0,-44.0,4545.335,0
3.88,24.960938,90.0,-54.0,4544.865,0
4.0,32.695313,90.0,-54.5,4545.19,0
3.97,41.484375,90.0,-55.0,4545.24,0
4.0,32.695313,90.0,-54.5,4545.1,0
3.88,32.695313,90.0,-54.5,4544.865,0
3.94,31.640625,90.0,-54.0,4545.005,0
4.0,29.179688,90.0,-45.0,4545.19,0
3.97,27.773438,90.0,-44.5,4545.1,0
3.97,27.773438,90.0,-47.5,4544.865,0
3.97,27.773438,90.0,-47.5,4544.915,0
4.45,26.367188,90.0,-40.5,4545.19,0
4.24,30.234375,90.0,-40.5,4545.1,0
4.24,29.179688,90.0,-41.0,4544.82,0
3.94,32.695313,90.0,-54.5,4544.955,0
3.94,32.695313,90.0,-54.5,4544.865,0
3.94,29.179688,90.0,-54.5,4545.1,0
3.88,26.367188,90.0,-54.5,4545.15,0
4.24,27.773438,90.0,-40.0,4544.955,0
4.24,27.773438,90.0,-39.5,4545.1,0
5.5,27.773438,90.0,-40.0,4544.955,0
5.5,30.234375,90.0,-40.5,4545.005,0
4.63,29.179688,90.0,-40.5,4545.15,0
4.63,29.179688,90.0,-40.5,4545.1,0
3.97,31.640625,90.0,-45.0,4545.19,0
4.0,30.234375,90.0,-45.0,4545.24,0
4.0,27.773438,90.0,-44.5,4545.375,0
4.0,29.179688,90.0,-44.5,4545.19,0
4.45,31.640625,90.0,-40.5,4545.1,0
4.45,29.179688,90.0,-40.5,4545.24,0
4.87,31.640625,90.0,-40.5,4544.955,0
4.87,29.179688,90.0,-40.5,4544.955,0
4.24,26.367188,90.0,-40.0,4545.19,0
4.24,30.234375,90.0,-40.0,4545.005,0
4.87,27.773438,90.0,-40.0,4545.19,0
4.87,27.773438,90.0,-40.0,4544.915,0
4.45,27.773438,90.0,-40.0,4545.055,0
4.45,27.773438,90.0,-40.0,4545.005,0
4.45,27.773438,90.0,-40.0,4545.15,0
4.42,27.773438,90.0,-40.0,4545.1,0
4.24,27.773438,90.0,-40.0,4545.1,0
4.24,27.773438,90.0,-40.0,4544.955,0
4.24,27.773438,90.0,-41.0,4545.19,0
4.24,29.179688,90.0,-41.5,4545.055,0
4.24,29.179688,90.0,-41.5,4545.285,0
4.24,27.773438,90.0,-41.5,4544.915,0
4.0,41.484375,90.0,-52.0,4545.19,0
3.97,39.726563,90.0,-52.0,4545.15,0
3.97,31.640625,90.0,-49.5,4545.285,0
3.97,30.234375,90.0,-49.5,4545.19,0
3.97,47.109375,90.0,-43.0,4545.15,0
3.97,47.460938,90.0,-43.0,4544.955,0
5.5,30.234375,90.0,-42.0,4544.955,0
5.5,30.234375,90.0,-42.0,4545.1,0
4.24,30.234375,90.0,-41.5,4545.1,0
4.24,29.179688,90.0,-41.0,4545.19,0
4.24,27.773438,90.0,-41.5,4545.1,0
4.18,29.179688,90.0,-41.5,4544.955,0
4.24,30.234375,90.0,-41.5,4545.055,0
4.24,31.640625,90.0,-41.5,4545.1,0
4.24,29.179688,90.0,-41.5,4545.055,0
5.5,29.179688,90.0,-41.5,4544.915,0
5.5,29.179688,90.0,-41.5,4545.005,0
5.5,29.179688,90.0,-41.5,4544.915,0
5.5,30.234375,90.0,-41.5,4544.955,0
4.42,29.179688,90.0,-41.5,4545.005,0
4.45,29.179688,90.0,-42.0,4545.15,0
4.24,29.179688,90.0,-41.5,4544.915,0
4.24,30.234375,90.0,-41.5,4545.24,0
4.87,29.179688,90.0,-41.5,4544.955,0
4.87,31.640625,90.0,-42.0,4544.915,0
4.63,30.234375,90.0,-42.0,4545.055,0
4.63,29.179688,90.0,-42.0,4545.19,0
3.97,32.695313,90.0,-45.0,4545.19,0
3.97,32.695313,90.0,-45.5,4544.955,0
4.87,31.640625,90.0,-41.0,4544.915,0
4.87,30.234375,90.0,-41.5,4544.955,0
4.0,31.640625,90.0,-47.0,4545.1,0
3.97,32.695313,90.0,-47.0,4545.19,0
4.0,30.234375,90.0,-47.5,4545.19,0
3.97,32.695313,90.0,-47.0,4545.335,0
3.97,32.695313,90.0,-47.5,4544.915,0
4.45,32.695313,90.0,-41.5,4545.005,0
4.45,32.695313,90.0,-41.5,4545.1,0
4.24,32.695313,90.0,-41.5,4544.915,0
4.24,32.695313,90.0,-42.0,4545.1,0
4.24,32.695313,90.0,-41.5,4544.865,0
4.24,32.695313,90.0,-41.5,4545.005,0
4.0,32.695313,90.0,-41.5,4545.24,0
3.97,32.695313,90.0,-42.0,4545.15,0
4.87,32.695313,90.0,-42.0,4545.005,0
4.87,31.640625,90.0,-42.0,4545.055,0
4.24,31.640625,90.0,-42.0,4545.1,0
4.24,48.867188,90.0,-42.0,4545.005,0
4.87,31.640625,90.0,-41.5,4545.055,0
4.87,32.695313,90.0,-41.5,4545.055,0
3.94,29.179688,90.0,-48.5,4544.915,0
